Datetime,Close
2023-08-07 09:30:00-04:00,140.96499633789062
2023-08-07 09:31:00-04:00,140.2100067138672
2023-08-07 09:32:00-04:00,140.4893035888672
2023-08-07 09:33:00-04:00,140.57000732421875
2023-08-07 09:34:00-04:00,140.07919311523438
2023-08-07 09:35:00-04:00,139.95150756835938
2023-08-07 09:36:00-04:00,140.34500122070312
2023-08-07 09:37:00-04:00,140.47999572753906
2023-08-07 09:38:00-04:00,140.2899932861328
2023-08-07 09:39:00-04:00,140.4199981689453
2023-08-07 09:40:00-04:00,140.2530059814453
2023-08-07 09:41:00-04:00,140.1699981689453
2023-08-07 09:42:00-04:00,140.2449951171875
2023-08-07 09:43:00-04:00,140.3011932373047
2023-08-07 09:44:00-04:00,139.97000122070312
2023-08-07 09:45:00-04:00,140.07000732421875
2023-08-07 09:46:00-04:00,140.0399932861328
2023-08-07 09:47:00-04:00,139.7050018310547
2023-08-07 09:48:00-04:00,139.4550018310547
2023-08-07 09:49:00-04:00,139.4600067138672
2023-08-07 09:50:00-04:00,139.67999267578125
2023-08-07 09:51:00-04:00,139.92999267578125
2023-08-07 09:52:00-04:00,139.90499877929688
2023-08-07 09:53:00-04:00,140.0800018310547
2023-08-07 09:54:00-04:00,139.9149932861328
2023-08-07 09:55:00-04:00,139.99859619140625
2023-08-07 09:56:00-04:00,139.91000366210938
2023-08-07 09:57:00-04:00,139.61000061035156
2023-08-07 09:58:00-04:00,139.42999267578125
2023-08-07 09:59:00-04:00,139.36000061035156
2023-08-07 10:00:00-04:00,139.36000061035156
2023-08-07 10:01:00-04:00,139.1511993408203
2023-08-07 10:02:00-04:00,139.41000366210938
2023-08-07 10:03:00-04:00,139.35499572753906
2023-08-07 10:04:00-04:00,139.41000366210938
2023-08-07 10:05:00-04:00,139.1999969482422
2023-08-07 10:06:00-04:00,139.14999389648438
2023-08-07 10:07:00-04:00,139.47000122070312
2023-08-07 10:08:00-04:00,139.66000366210938
2023-08-07 10:09:00-04:00,139.82000732421875
2023-08-07 10:10:00-04:00,139.47999572753906
2023-08-07 10:11:00-04:00,139.42990112304688
2023-08-07 10:12:00-04:00,139.2100067138672
2023-08-07 10:13:00-04:00,139.11000061035156
2023-08-07 10:14:00-04:00,139.2812042236328
2023-08-07 10:15:00-04:00,139.36770629882812
2023-08-07 10:16:00-04:00,139.67999267578125
2023-08-07 10:17:00-04:00,139.72000122070312
2023-08-07 10:18:00-04:00,139.66009521484375
2023-08-07 10:19:00-04:00,139.8800048828125
2023-08-07 10:20:00-04:00,139.7550048828125
